FHHRate,PctWhite,RenterRate,CarlessRate,PovertyRate,Income,Ride2Drive,NEAR_DIST,Emp_60min
33.83222344,45.4000015,30.49391603,3.047215608,53.55596844,43579.20218,8.690612762,211.1906833,3
37.55079931,51.2999992,52.75871083,7.482801769,36.55495471,43114.68723,8.314946842,322.1530541,2
8.147616495,81.9000015,60.96649698,1.245562843,7.017755582,67549.47801,9.381522777,865.4993283,5
3.328433612,82.0999985,47.93272424,1.146386412,3.727464087,86766.81439,10.41307949,962.1886682,7
13.61681141,64.6999969,71.39507919,1.285285452,14.7829805,12197.62636,7.790046735,813.7667012,1
20.46260479,0,14.43147665,5.771425149,18.27216767,46667.32484,6.494732011,563.2255247,8
20.0724913,2.9000001,10.64673794,21.19515459,39.29068578,60126.50846,6.030645668,125.3738437,5
41.40758564,33.2999992,46.49815942,3.633851251,1.513228514,49850.11482,8.714784578,833.4351877,4
35.85339923,7,79.56137396,27.39889992,16.0275723,12676.57355,8.042472505,145.7371987,3
32.33117391,0.7,49.94352526,4.240096416,11.21417502,21391.21223,6.451845363,393.5099066,23
35.5682062,0,42.60018205,17.60141283,96.22060964,19838.75691,6.735205356,1183.287098,0
20.94816208,6.0999999,45.99467466,8.145134895,19.68075171,42521.57555,4.663371456,67.06495893,2
13.23671648,2.4000001,20.68446025,23.10334098,12.58674105,35288.80814,7.759402136,669.4019649,2
13.97123505,0,37.66548062,43.79390541,21.02183928,21296.60122,7.27761177,848.202974,0
14.08169822,5.5999999,8.151558044,5.027221391,20.21263745,39563.55683,7.63109399,1001.113508,0
46.87977306,21.7000008,57.57012723,6.109425788,4.10095912,45643.63935,4.595493713,480.0060879,3
29.88954482,0,28.88934754,3.439066455,11.48746679,35476.99178,6.6449454,393.8322562,0
48.92048786,8.6999998,41.80526639,5.63313572,12.02145483,15186.65002,5.888726279,1545.456055,1
35.49830031,0,63.36692305,100,100,17633.12868,5.409513097,91.68229257,2
47.76882953,0,69.34438172,71.50424826,37.113965,14631.30229,5.406358424,125.6145548,1
3.2007982,81,82.36493024,19.05543684,77.12103835,15874.69815,9.46477701,626.1267062,3
1.828902565,88.5,50.21620507,2.761725553,11.56864562,72580.89137,9.711036939,476.1514022,5
1.528011268,97.0999985,41.23000647,8.069571268,10.62463457,102545.9217,9.96328575,796.9488448,7
0.100969769,77.8000031,30.16039807,4.614189807,26.01518183,76046.1276,10.89185043,963.1746404,1
2.920899533,96.3000031,92.17397128,9.955651368,60.95399412,22503.73238,8.899600709,383.1113298,3
2.15540762,98.4000015,89.64742914,5.129526148,76.0602239,24838.82665,8.764741874,653.2399805,5
6.183417462,87.9000015,23.95304202,3.111187192,55.60011278,44821.31482,9.566290199,1094.775959,16
4.534530477,82.8000031,45.13413471,0.925603897,8.574153856,48396.30218,9.058290764,792.386735,53
10.1222351,95.1999969,38.51952477,1.358674229,6.055789177,91133.72317,8.864908615,974.5092236,17
35.54466475,0,72.83606011,12.58480988,39.48362166,21284.16559,8.220647697,313.5738115,4
36.92975003,0,72.37091174,25.74511026,12.46054323,22234.47108,8.022442069,329.0660464,1
11.78288054,0,71.3073584,28.0808769,20.94022233,27216.83328,8.187463545,259.5959268,1
40.84612788,0,38.9046319,15.96651727,25.39851524,33751.77205,6.275359769,56.32238852,1
33.62680992,0,68.38928311,35.55452927,15.99795626,22010.87505,7.002835832,124.1272249,2
24.95102961,0,70.0835824,16.03913136,27.39840079,16115.87276,7.905437275,99.16799221,0
25.05597062,0,72.5108264,33.94351066,51.0748504,14660.81537,6.779500127,182.8391654,2
5.72854181,2.5999999,64.07800237,31.19626766,8.303348166,52806.57999,6.683767216,204.1733203,8
9.335183313,0,71.06719325,18.19998367,56.05739728,26493.25032,6.228044921,62.7230568,7
60.85653195,0,59.11621148,50.55359367,56.6953004,1724.068474,7.029743633,113.9419718,8
12.31155971,7.0999999,72.60494615,38.06556,9.329185952,61769.19991,6.679307879,125.6081054,0
15.77239561,83.5,16.60822454,12.20986259,18.68523954,40521.5937,7.920705535,519.0244803,6
15.48687845,40.5,65.1120293,13.81241385,41.22485385,29391.64121,5.412770303,441.0373048,9
11.18123211,76.1999969,18.70545717,7.524639238,16.98120956,47058.27713,6.019292961,616.981613,0
11.29458006,69.4000015,38.58180728,9.412116493,11.57898878,42070.24656,7.24497947,976.668657,3
14.07511434,70.5999985,31.58953655,4.147640908,7.03765083,32377.95343,7.824278564,682.706236,2
10.70073658,69.0999985,0.074526355,1.700332679,3.668642151,112969.8789,7.169127251,183.9776816,6
4.917624647,100,13.60951145,3.496320902,5.95381004,62610.4813,8.069730227,1174.290599,1
10.92632877,100,20.72536467,6.798926875,15.40768041,93636.58911,8.270158106,371.4136564,4
14.08356239,97.1999969,11.47880815,5.245433156,9.520368441,43236.37528,7.634035455,186.2867781,3
29.41765702,44.0999985,31.66111573,3.190119464,13.87018853,55946.96395,8.154619726,371.0717789,37
2.024193324,26.2999992,6.547105454,5.778464958,9.509895946,79922.62783,6.13155376,189.1381328,2
14.77049135,70.0999985,35.28083603,4.352738856,4.227162535,61023.26863,9.425080576,89.85769628,7
1.171845244,93.0999985,50.42330802,43.65534852,7.274021887,36357.06656,8.495690851,256.9100456,11
3.649071283,72.6999969,71.28881739,16.1355763,2.622748678,75479.98928,6.051294349,237.0259465,13
4.142897217,100,77.68099871,2.962377613,2.986772391,56762.6677,5.5027155,101.132836,1
6.169133082,89.8000031,35.94243463,17.72577581,1.948173718,102549.5805,7.894760923,306.835391,7
28.44447113,6.6999998,50.87152172,1.9069897,35.30269674,68100.0575,6.233013543,170.6745581,4
26.37030447,0,44.42398944,35.37286684,25.73876468,35982.42183,6.556179999,195.4046873,3
39.37645189,0,42.71610995,28.24821594,25.52784014,37390.76192,5.558305422,225.6797725,7
50.14299396,0,65.25449889,38.97002725,8.936874123,22910.35808,6.104213145,103.4235677,5
21.20720259,0,61.93807568,7.303945288,47.99017861,23841.63888,5.659495589,127.3199923,2
39.61378752,0,53.53126351,26.13212183,28.8408423,34971.62636,4.770880827,97.09704357,1
6.528795754,0,48.92512832,23.40963346,51.73235782,19348.54947,5.570541084,268.205645,12
44.55124792,0,57.41381236,13.54901308,49.31187688,19929.51784,8.332860087,405.0375466,0
35.32634053,0,49.72969911,8.412971807,64.1757166,19313.50165,6.267211851,150.6855248,0
9.40661361,0,31.40102579,7.273386567,21.3588021,22773.18474,7.518861999,169.7469502,2
60.34426843,7.6999998,70.0339104,54.01283408,48.31384669,5135.106158,6.401421306,127.5174388,7
40.39112434,0,29.30068821,28.63772504,10.89159427,27175.30418,7.569467837,158.310337,8
65.31814467,0,73.31484494,58.9590525,12.89367993,16420.46708,6.313247985,94.55816776,6
7.612389675,36.2000008,73.05533435,3.77716317,16.14121005,65966.38432,7.168553534,65.0055661,15
5.471822249,60.9000015,63.89863444,19.576286,8.709645613,44562.52708,6.222734977,49.63147707,7
1.305769199,100,21.39842169,2.864263069,5.410137358,61479.80356,6.007169324,109.6155981,10
6.315938588,25,59.40598503,19.37272827,34.86179444,30500.68571,6.278396288,77.3072707,6
21.00045061,75.8000031,82.52147411,6.258499249,16.03406662,35022.17672,7.622091585,256.6508645,49
15.24844577,92.3000031,80.21124831,2.63810468,17.5777043,32994.34187,7.547012481,107.6496736,6
5.198445163,0,39.54126374,18.98077111,40.26966712,9405.747245,6.78035336,135.1455695,6
15.26024891,0,54.70230562,23.00164546,89.04766547,14234.145,6.776492853,102.9797189,3
3.936268626,58.2999992,7.115404371,3.995873998,16.60878095,111065.2008,5.696819962,993.2193019,9
7.144288672,60.5999985,1.580835756,11.87633394,8.806802937,88737.82148,9.552362901,117.6241834,1
21.76516475,14.3000002,35.98844668,30.80245046,26.61769083,40842.46934,7.293592704,349.8092643,0
4.892755125,86.8000031,3.940875038,2.158267244,3.817167386,54773.2527,6.33038579,465.0323768,4
7.059963197,78.8000031,12.04632733,4.747534167,1.998355157,88160.36469,7.028839043,526.674574,8
11.12209243,62.9000015,10.07021692,6.182874657,3.090719751,81303.21986,7.635964252,561.3055968,5
13.71914467,90.6999969,5.30121794,4.352927901,2.091311,82912.97599,7.094218505,520.5133492,2
5.503760441,91.9000015,31.61321756,1.729276991,0.460007921,75530.62386,10.11959196,1054.571466,3
8.533726909,92.5999985,11.02123373,4.537912754,0.25303129,83303.87967,9.179480395,1002.184764,1
0.616996915,60.2000008,26.36968145,2.253871537,1.180890936,84087.91922,9.050536589,859.9104128,2
6.81810734,11.1000004,16.98670796,11.25510936,5.734395497,41143.45756,7.769144889,1439.683777,0
28.24744531,7,37.91630985,3.810058093,24.87599581,24764.90981,6.716584662,527.0892267,5
43.10674635,0,56.25481357,15.08296276,100,,6.399641634,82.59252215,3
20.90454504,0,45.58901063,2.064174064,18.83298781,35595.17836,6.455968955,77.3923415,1
42.31626347,6.5,73.7537942,4.285420123,42.34328441,,6.475587302,299.3332388,7
33.7323145,5.3000002,51.09941954,8.066898327,41.12023208,12371.17602,6.502198744,398.5759337,2
24.48522746,0,42.84763747,59.78081194,100,,6.278391785,59.2517776,1
2.226448033,46.2000008,58.56711976,34.70855358,45.70328862,27220.15563,6.257613852,129.0550644,14
32.45238617,34.5,53.04638109,1.671596204,44.35215492,33378.61352,7.240455074,313.4159239,7
1.116700864,92.6999969,30.79793913,1.554627291,6.249113539,62402.22513,8.110276691,108.4440918,12
0.525425334,100,62.59005292,32.52562925,25.83009251,7746.345226,8.921004158,189.1174616,1
10.65843528,77.3000031,57.29922135,19.5647742,52.53926511,31016.52583,6.938167339,115.4938363,9
1.570125833,88,20.97315991,2.515912405,2.960304542,77734.7261,7.427395533,338.362818,11
1.752239503,100,34.29898389,1.887590714,2.28023343,67995.84135,6.396685539,339.5730328,8
10.55970048,100,3.433757682,1.626237039,5.356533648,175482.5586,8.720185436,738.1178586,24
0.257069726,76.9000015,5.797003148,2.667353184,2.716557499,47041.61828,6.672329243,89.702331,1
2.132415703,88.1999969,57.3850841,2.991888714,8.25043779,33554.48289,7.380169692,69.33190707,11
19.71772083,81.8000031,21.85478438,7.98703935,3.822550589,95884.07865,8.850488434,481.3725466,9
13.58567785,100,12.31037397,6.698548644,3.248452148,86102.19903,8.355403499,49.27388495,7
1.675174321,100,35.88096059,13.16283539,2.783881782,110737.5631,11.92397766,701.0943726,2
2.739624844,42.0999985,33.1205218,3.931833255,19.13871794,121143.0083,11.00358389,564.7433685,4
14.99673824,100,14.86691982,9.808820338,5.933104046,103522.697,6.099398129,200.974323,1
1.524314545,95.5999985,29.55267448,5.27144012,11.01797862,102523.4201,9.320401333,219.76507,38
13.98934003,67.5999985,49.03091442,5.721491724,20.51165588,25370.34643,8.86034493,1042.48061,4
7.986278302,89.5999985,47.16161995,4.038722225,11.48152742,55095.6919,8.971281934,1202.132057,3
17.695909,72.4000015,61.83527183,3.262050569,18.63719095,72551.30551,7.871079872,351.3432846,12
7.512011778,68.1999969,55.57834341,7.093740303,7.532607924,44651.53658,10.33446071,772.8942927,6
9.222774768,78.9000015,40.84767241,6.376431406,26.6147431,59209.88367,8.001679016,756.5250615,6
12.00566458,76.5,16.86423185,1.696092693,2.058248913,60844.93775,8.252399381,309.3340704,27
38.85163345,54.7999992,22.64956857,20.23894474,76.92579114,98232.89784,9.000480552,181.6010136,5
3.541227811,84.0999985,35.84353215,22.21469878,1.18827221,100465.5064,9.305765378,586.9556681,9
1.601333675,86.5,31.05041528,46.62265364,1.758656178,39615.61076,8.627822898,112.1149729,10
16.17034504,71.1999969,15.9812462,2.801497183,1.886624935,88763.47155,8.275627365,571.1844278,7
23.023848,91.6999969,28.74718666,17.88002282,26.013107,50473.43619,8.743217366,1158.42086,5
25.88737869,67.0999985,24.61237042,3.61545841,19.52683178,62815.84567,6.80277245,1232.428831,5
12.84485077,60.7999992,80.56551002,7.925050744,21.99508479,58604.6852,8.274769786,213.4488624,7
0.06851393,86,10.32809872,3.905222639,4.409985548,104421.7703,7.389815939,929.5503693,11
6.670439665,86.6999969,3.328337256,4.550310353,9.528966436,111516.7184,6.521986066,1428.062021,9
3.686697835,80,2.915510879,2.858584343,16.92244363,157297.8545,8.1752142,1461.218767,4
26.39213248,0,51.93556084,7.258564544,13.52391548,26572.74178,5.750084964,217.6202596,3
4.06272728,93.5999985,49.45871655,5.057191796,35.77305682,23240.94853,10.10663499,653.0342024,20
3.705451763,100,39.733641,5.800441623,61.59841162,54294.73789,10.22079934,755.2325904,8
7.136826494,97.8000031,36.24611022,1.181552092,14.36469794,43902.619,9.262841603,742.9961829,14
6.160689105,100,15.72694471,5.148877726,5.624542249,83710.87282,9.383892908,521.2623276,8
14.18896048,100,17.35244841,9.572877132,7.400916274,50203.90299,9.420841382,417.7576796,5
30.14512353,0,38.79329022,33.66337335,18.31981518,13319.29587,8.146511298,331.1556946,2
7.059651483,0,8.615886779,8.284860083,16.58685583,83463.92572,9.623963905,677.8029645,7
14.70099608,97,2.70611345,3.069927082,4.144474634,153821.7335,8.171057733,366.3254245,30
1.828613754,100,32.93175322,0.572230106,13.42219117,42674.26112,6.899484604,174.8911791,8
1.527268202,67.6999969,13.40752251,15.02593356,10.49908167,97879.95015,7.9473624,1322.856926,10
6.292822454,96.6999969,18.45178249,2.052605945,12.43350628,155851.7704,5.964594971,672.1761963,17
14.23507425,98.4000015,22.19701921,8.336032444,5.898097128,119375.4421,6.573188742,419.0785438,7
3.049427802,44.4000015,5.394026888,2.237919617,3.675720483,112896.0217,6.816912376,150.8950301,3
6.674117303,55.4000015,72.67575943,5.201080514,15.69178113,48200.0537,5.995677164,632.2174334,7
5.631733104,51.7999992,73.49629583,3.79385258,12.80848687,43320.51654,6.770285064,77.97393002,9
9.720192116,0,34.1655976,0.177845165,4.985576313,72635.46195,6.651481544,67.59362363,0
23.53857081,78.8000031,40.03918043,0.867222629,2.947856622,56251.1725,6.670562217,140.0109449,93
12.21727523,74.5,15.87230864,2.16607397,10.31427545,78444.92087,7.169985433,401.0077527,24
9.096735596,91.6999969,10.38921029,2.008981039,11.34506242,124796.2617,7.30363141,658.2257612,15
36.79829791,1.7,1.051407183,7.217304168,9.51519492,64206.30232,6.58226709,599.8204664,11
26.59481796,16.7999992,9.749260611,2.377805931,1.164281686,35124.34615,8.734664565,849.9887522,2
52.2317896,20,66.25388113,2.197907818,52.94089086,30451.22119,6.02131506,252.9776058,9
30.06986637,0,19.04709635,53.10731843,47.1930009,19736.2549,14.34317834,276.2047209,1
17.80491839,27.5,60.26059883,27.23188375,31.75136049,20498.7864,7.893777558,355.0777101,3
16.72199911,66.6999969,61.94025877,8.329741831,27.9463224,35369.26462,9.494618603,93.0775241,1
21.86743338,23.2999992,91.92001725,42.6250484,48.32542132,6994.367725,7.593990187,307.7918016,80
15.81964258,48.4000015,98.27592968,15.7846585,66.9723911,17263.73904,8.980990884,79.68113728,15
1.726223416,61.5,99.22333356,28.6307379,24.83843534,54695.63498,7.927947002,474.8316888,19
15.58865041,2,60.21279269,28.17984152,30.73167016,17479.32761,8.222580163,203.661152,19
1.889607344,10.8999996,98.77194741,50.80809833,18.15940182,33044.40807,8.141533916,566.2262191,18
40.72799125,18.2000008,66.49131303,12.67608048,26.98246973,29386.46752,6.796611283,207.657367,14
26.15097931,0,63.01299823,31.66198678,22.27183308,24250.79356,6.325473662,92.84221189,4
22.43506864,2.4000001,56.79274447,10.83569477,42.83343469,34054.28871,6.585703208,224.4197327,4
27.1255304,0.3,52.32007574,10.80565767,11.84661084,35455.57847,6.885777811,435.2158359,27
23.58401375,2.3,64.72051507,12.59831462,21.72421029,39991.46409,6.174709844,214.1106877,6
7.04178186,94.4000015,25.44419521,1.719987515,8.422936767,68924.04374,9.645427037,896.7462971,4
1.856291187,100,19.60567142,1.705925861,23.63566847,111136.5995,7.65706025,1405.475297,0
1.172227289,73.6999969,1.148123939,0.125873009,9.270907417,132238.1931,7.50287684,1433.610253,0
1.123039272,75.8000031,97.7976855,16.9844031,25.0539349,14195.51934,7.871608391,447.3514728,14
0.312126405,76.8000031,98.10977795,7.250987759,59.76634416,13085.54368,8.764168245,77.97924034,2
1.179756555,25,8.324331055,2.507208476,6.551832377,143006.7984,8.215690758,903.7926397,1
16.79316596,100,87.68903529,11.60351491,19.50316812,,7.753982857,16.55519718,0
4.365903725,94.3000031,86.04708673,4.317636536,83.17758841,7741.050859,6.205322107,74.06373111,4
3.475202001,100,84.73579058,12.36323618,55.78929691,14656.70778,6.293808526,275.3503487,5
1.203912888,98,13.69834578,8.797814104,21.62562986,88318.05357,7.362567122,688.8316298,7
2.158356191,88.9000015,25.9952717,5.017649842,10.17139698,111830.175,6.488014265,362.6662217,6
9.762585932,82.5,27.79484629,25.46669286,24.21454625,,6.873319563,272.2099721,8
8.95867979,96.6999969,14.29465163,10.68948749,1.051822835,140141.403,6.822067328,1246.716352,6
4.910091318,20,18.07507805,7.283566654,14.00932288,79894.85157,7.680878306,676.5116215,2
36.79320221,31.6000004,46.07402634,8.170941286,29.1247821,41663.80465,8.810955751,1452.442688,19
24.96884332,33.2999992,70.05469445,8.607498014,57.17371375,23096.25357,5.327752451,127.6517023,5
7.514810164,85.6999969,0.36877582,5.193270819,1.220591607,91439.81657,6.133960188,1100.838705,4
9.150885574,98.5999985,45.60998868,0.206725925,36.17768832,50462.16392,8.316315277,458.2326029,12
13.19526239,89.6999969,49.04938739,0.722619818,17.28831127,58715.63908,7.491971917,858.8383928,2
13.8618248,100,47.97299084,2.137349164,21.96000373,47519.23791,8.437234149,914.1673477,2
8.187912518,83.9000015,42.50795887,2.271356588,1.242378886,50757.14628,8.05632091,331.5521007,17
25.94565222,4.4000001,60.45637742,18.65953073,30.49719394,,6.076165789,667.7375666,3
21.83893104,0,61.66760944,13.74961674,33.63040693,26139.97009,5.904259389,545.9085261,3
24.92628493,0,67.71769388,21.28416097,50.77923446,23846.15437,6.79450514,701.9527895,3
21.87840934,0,64.27769231,35.66877949,51.88205349,21660.91491,8.077804564,634.5443171,2
12.6378058,0,49.54867494,15.89889898,100,21596.75876,7.172367677,82.34866026,2
7.384769906,15.8999996,46.58693886,8.812618393,39.51244816,47933.5314,8.457614308,99.5323779,6
29.23136692,75,72.92803123,31.66590068,42.95771832,7752.834275,9.454744753,135.7711288,1
0.534394675,100,29.7872751,1.259912477,12.29965971,62362.44916,6.058591047,96.05136658,2
8.606437527,98.5999985,46.16958293,47.66695311,3.164551762,26494.15951,9.757420656,202.1628146,9
9.822338209,100,25.63352687,16.82635288,13.44891178,,5.801923853,187.6548987,15
4.720505916,90.5,5.681054602,0.547957798,2.33816516,111093.9902,7.714879874,1012.491148,2
10.27966776,98.5,23.59408349,13.68941212,34.88881616,,5.594388315,316.8443187,28
7.295895383,100,50.13946787,42.84415057,14.77945704,22949.39578,7.948354603,113.336713,3
2.566401454,96.5999985,11.46776983,3.652115488,4.208588049,145422.1775,6.958654301,935.2379484,11
2.82682582,100,6.496017812,6.336587028,6.709851754,130387.1557,9.276340503,994.7089236,6
5.406506435,100,1.106255322,2.935195558,4.121639014,110422.6875,7.345883626,645.3515989,0
2.165374047,96.5999985,15.64381849,11.37798441,9.538843242,64239.78311,7.00635615,451.9225723,8
2.326590266,100,4.962632617,14.03299276,7.480403041,76610.15826,4.634866479,194.8976837,13
0.015512498,86.1999969,10.26226278,25.46604315,3.869342929,34965.69176,6.721608784,800.8623711,1
6.445604988,83.3000031,16.48645452,4.832370126,8.380428888,136511.7143,6.522270059,488.8780166,15
7.375375645,82.5999985,76.43441153,2.896217635,11.08981482,82270.42905,6.808459684,278.981969,16
21.97469856,3.5,96.82697269,26.09546118,81.18599327,26258.31779,5.916045648,186.2298852,9
11.7365657,85.1999969,10.97581722,1.148347553,7.045771147,89876.44597,7.26279644,342.3794582,7
2.472508696,78.0999985,1.224927017,1.079557947,9.540171912,122888.8214,8.662958297,1485.922633,4
3.048836704,33.2999992,2.553969865,1.137181231,6.395221753,87618.60228,6.77701412,1028.521642,2
16.19412043,81.3000031,14.27585177,4.928454178,1.26203502,37100.137,6.756866282,176.9338569,10
12.99476715,90.5,13.80930264,3.435776525,0.773895765,53010.88519,8.226520601,301.8392363,4
12.48203188,70.9000015,18.12074582,4.495998154,0.723316359,48777.29928,8.46469642,294.847687,4
15.66507266,71,3.866158776,2.81887344,0.808671928,69780.98059,7.561415133,193.5051917,4
3.890283461,83.5,51.97971387,1.622384015,6.573755758,66251.86508,9.557225069,1266.755824,5
18.58312723,84.0999985,5.369150887,1.47677213,21.65287774,73155.46321,5.735671772,143.1616879,21
22.96316996,5.6999998,67.86799925,22.0868794,56.80110808,9128.086565,6.225690574,201.0591777,7
24.06374818,0,62.79372717,28.08030944,58.55479729,29983.11166,6.687709669,288.107422,5
35.00129755,0,65.73641023,14.41291844,45.77074123,11775.94628,7.282283309,242.0639955,4
37.68276258,0,30.74518442,20.12265579,72.38676179,15804.49648,6.65941349,85.47346767,4
30.0839842,12.8999996,54.36057222,16.64753879,29.25611484,63800.27913,9.810327513,103.2777373,7
39.86823272,0,52.7348141,17.20988905,45.54585498,25079.03882,11.46680207,269.8047947,3
33.01848057,0,52.51784235,8.579490801,21.94328136,30307.91703,8.086381471,123.4295821,4
30.26775484,24,39.51323908,7.75749802,7.590162769,29556.75263,4.940643209,238.1855894,1
